Code1 	 Code2 	 Name 	 #Developers 	 #Commits 	 #Languages
LV	LVA	latvia	2260	243535	:232,Vim script:124,Haxe:64,NSIS:8,Mathematica:6,Rich Text Format:1,Common Lisp:68,Crystal:9,D:7,GDScript:4,Scala:228,C++:1009,Go:631,R:62,SQF:6,Hack:20,Clojure:55,Grammatical Framework:6,CMake:19,Smali:2,PLpgSQL:9,FreeMarker:2,Ren&#39;Py:1,XSLT:7,Erlang:35,QML:11,Nginx:2,Groovy:48,Pascal:56,Nim:12,TeX:41,F#:16,JavaScript:4566,Elm:28,LilyPond:4,Nix:10,Liquid:1,Fortran:2,Processing:5,Graphviz (DOT):2,Java:2130,GLSL:11,Dart:30,PowerShell:61,MoonScript:2,Tcl:1,LLVM:2,Swift:362,AutoIt:4,SourcePawn:16,Perl:28,ApacheConf:9,SaltStack:4,IDL:2,ShaderLab:11,Objective-C:267,Smarty:19,Jupyter Notebook:147,Scheme:8,Standard ML:2,C#:1030,SQLPL:4,Pawn:4,AutoHotkey:1,UnrealScript:20,Makefile:64,Solidity:2,Idris:3,Python:1515,Racket:6,Elixir:62,LiveScript:6,GAP:2,Ruby:992,Roff:16,Visual Basic:18,Shell:640,VHDL:2,ActionScript:35,Gherkin:4,Vue:172,RobotFramework:2,PHP:2950,Eagle:4,Apex:4,CSS:763,Julia:4,Prolog:4,Max:4,HCL:49,Objective-C++:2,Arduino:29,PureScript:8,C:683,Emacs Lisp:38,API Blueprint:2,OCaml:8,Haskell:73,Protocol Buffer:2,HTML:1144,Assembly:14,Kotlin:132,OpenSCAD:6,ASP:6,KiCad Layout:2,Rust:45,CoffeeScript:67,Dockerfile:77,Puppet:11,MATLAB:4,Lua:119,PLSQL:5,TypeScript:714,Verilog:15,SuperCollider:24,PostScript:6,Batchfile:19,Brightscript:4,Component Pascal:2
LY	LBY	libya	192	6489	:26,MATLAB:4,CSS:65,ASP:4,TeX:6,Haxe:26,JavaScript:356,Objective-C:5,Lua:20,Jupyter Notebook:38,Inno Setup:1,C:27,API Blueprint:2,C#:54,Vim script:1,Visual Basic:7,HTML:92,C++:43,Go:8,Dart:24,Makefile:3,PowerShell:2,AutoHotkey:2,Python:122,PostScript:2,Racket:2,Prolog:4,Dockerfile:4,Ruby:4,Swift:3,Shell:24,Fortran:2,PLpgSQL:1,Java:211,TypeScript:24,D:1,Arduino:8,Eagle:2,Kotlin:9,Vue:10,PHP:144
MA	MAR	morocco	2308	146897	:150,YARA:2,Vim script:47,Common Lisp:4,Lasso:3,Dockerfile:96,Crystal:16,DIGITAL Command Language:2,GDScript:11,Elm:2,Scala:94,C++:621,Go:283,Roff:6,Hack:6,Clojure:12,CMake:6,Smali:12,AppleScript:2,XSLT:11,D:22,PLpgSQL:7,Erlang:1,QML:4,Tcl:2,Groovy:46,Nim:2,AutoHotkey:6,JavaScript:6222,Lua:16,Mathematica:3,Fortran:14,VCL:2,Processing:7,XML:1,Visual Basic:12,Java:2914,Dart:251,PowerShell:54,Swift:298,AutoIt:3,ApacheConf:10,PHP:2888,ASP:18,PowerBuilder:6,IDL:4,Augeas:1,Perl 6:2,ShaderLab:2,Objective-C:156,Smarty:6,Jupyter Notebook:507,Scheme:1,C#:520,Gherkin:1,Vala:2,Pawn:4,TeX:48,Makefile:79,Solidity:2,Python:2362,Elixir:20,1C Enterprise:2,Ruby:511,R:71,Shell:537,ActionScript:8,Eagle:2,Vue:219,Perl:65,Apex:6,CSS:1404,ANTLR:2,Julia:2,Prolog:7,SystemVerilog:4,VHDL:8,HCL:15,Objective-C++:3,Arduino:5,C:760,Emacs Lisp:4,API Blueprint:2,OCaml:11,MAXScript:2,Haskell:14,Protocol Buffer:2,HTML:2106,Assembly:28,Kotlin:166,OpenSCAD:2,Uno:2,TSQL:5,Rust:52,CoffeeScript:34,Pascal:2,Puppet:2,MATLAB:56,PLSQL:9,TypeScript:1031,Verilog:5,AMPL:2,PostScript:4,Batchfile:23
MC	MCO	monaco	815	59540	:115,Elixir:1,Vim script:20,MQL5:4,BitBake:1,Objective-C:96,Smarty:2,SAS:4,Jupyter Notebook:173,MQL4:4,Scilab:4,Standard ML:2,Mercury:2,C#:225,Cuda:2,NewLisp:2,GDScript:2,Perl:6,Scala:24,C++:474,Go:161,R:52,Makefile:40,Python:902,QMake:4,CMake:4,Ruby:88,Roff:1,GLSL:4,Shell:145,Objective-C++:4,Java:921,Elm:2,ApacheConf:2,Eagle:2,SRecode Template:5,Vue:77,Common Lisp:2,Groovy:4,PHP:664,Dockerfile:3,MATLAB:16,CSS:301,TeX:16,QML:4,Prolog:1,JavaScript:1690,HCL:8,Lua:40,Mathematica:1,C:342,Yacc:2,SQLPL:2,Processing:5,Haskell:12,VHDL:2,HTML:634,Assembly:12,Dart:29,Ren&#39;Py:2,PowerShell:15,TSQL:4,Tcl:2,Rust:14,RAML:2,CoffeeScript:2,Pascal:2,Puppet:4,Swift:58,TypeScript:124,Arduino:10,Kotlin:32,Batchfile:1,ASP:9
MD	MDA	moldova	997	82832	:90,Clojure:12,Vim script:39,PLpgSQL:2,ShaderLab:4,Objective-C:98,Smarty:12,Jupyter Notebook:40,ColdFusion:2,Crystal:2,C#:431,Cuda:2,Squirrel:2,D:30,Perl:64,SQLPL:2,Scala:41,GCC Machine Description:2,Go:259,AppleScript:2,Makefile:26,SQF:2,Python:626,Elixir:9,Assembly:10,CMake:3,Ruby:452,R:4,Shell:232,Roff:2,XSLT:4,HTML:590,Elm:4,ActionScript:13,Gherkin:4,Erlang:2,QML:2,Vue:73,Groovy:19,PHP:1285,Dockerfile:37,MATLAB:5,CSS:389,Julia:4,Dart:9,JavaScript:2542,HCL:16,Lua:6,Objective-C++:2,SuperCollider:1,C:265,Arduino:1,AMPL:2,API Blueprint:6,OCaml:14,Processing:2,Eagle:1,Haskell:20,Haxe:6,Verilog:2,Java:1029,GLSL:4,F#:4,PowerShell:2,TSQL:4,TeX:25,Liquid:2,Nginx:1,Emacs Lisp:14,Rust:15,VCL:2,CoffeeScript:21,Pascal:12,Batchfile:2,C++:252,Swift:226,PLSQL:2,TypeScript:378,ApacheConf:3,Kotlin:83,Puppet:9,ASP:8
ME	MNE	montenegro	389	81313	:43,Clojure:29,Vim script:16,FreeMarker:4,PHP:403,Objective-C:23,Jupyter Notebook:73,C#:135,Cap&#39;n Proto:2,Common Workflow Language:4,Elm:1,Scala:17,C++:68,Go:58,Makefile:4,D:2,Lex:2,ShaderLab:4,Python:449,Pascal:4,Elixir:1,Ruby:103,R:128,Shell:84,XSLT:2,HTML:252,VHDL:4,Eagle:4,Erlang:11,Tcl:2,Groovy:12,Perl:18,CSS:191,TeX:42,JavaScript:891,HCL:6,Lua:8,Nix:1,PLpgSQL:2,C:76,Emacs Lisp:7,VCL:2,Processing:1,Haskell:7,Visual Basic:4,Java:602,Assembly:6,Dart:2,Julia:1,PowerShell:4,Vue:22,Rust:42,CoffeeScript:4,Dockerfile:12,Swift:9,AutoIt:2,TypeScript:116,Hack:2,Verilog:2,Kotlin:33
MF	MAF	st. martin	13	2088	Go:6,:3,CSS:1,Python:12,JavaScript:19,CoffeeScript:2,Shell:6,HTML:3,TypeScript:14,SourcePawn:2,Groovy:2,Java:46,C++:2
MG	MDG	madagascar	411	27273	:43,Clojure:2,Vim script:3,OCaml:2,Objective-C:55,Jupyter Notebook:13,C#:123,D:4,Pawn:18,Scala:12,C++:71,Go:77,R:17,Makefile:10,Python:323,Pascal:22,Elixir:2,CMake:4,Ruby:141,AppleScript:4,Shell:77,Roff:3,XSLT:2,HTML:360,Elm:6,ActionScript:2,Eagle:1,Erlang:6,Vue:30,Perl:6,Nim:2,MATLAB:2,CSS:171,TeX:2,JavaScript:1074,Lua:8,Kotlin:6,C:99,Emacs Lisp:9,Fortran:2,VCL:2,MAXScript:2,Protocol Buffer:1,Java:341,Assembly:5,Dart:35,PowerShell:2,Rascal:2,Rust:16,CoffeeScript:8,Dockerfile:6,Swift:40,TypeScript:289,SourcePawn:40,PHP:449,Batchfile:5
MH	MHL	marshall islands	73	2068	:5,MATLAB:13,CSS:21,Vim script:1,TeX:6,JavaScript:146,Objective-C:11,Lua:5,SAS:2,Jupyter Notebook:48,Scheme:1,WebAssembly:1,C:22,C#:17,Cuda:3,OpenEdge ABL:2,Java:137,C++:65,Go:14,Python:216,Scala:3,Rust:2,CoffeeScript:4,Dockerfile:2,Ruby:16,R:8,Swift:11,Shell:16,HTML:38,TypeScript:9,D:1,ApacheConf:2,Kotlin:3,Vue:4,Batchfile:5,Groovy:2,PHP:28
MK	MKD	north macedonia	159	19700	:12,Vim script:8,BitBake:1,Rich Text Format:4,Objective-C:3,Smarty:1,Jupyter Notebook:6,Scheme:2,C#:99,IDL:1,Scala:2,C++:55,Go:49,AutoHotkey:2,Makefile:4,Swift:4,Python:115,Hack:2,Racket:8,LiveScript:2,CMake:2,Ruby:30,R:2,Shell:30,XSLT:2,Java:279,Coq:2,Tcl:2,RobotFramework:4,Groovy:3,PHP:79,MATLAB:1,CSS:34,TeX:4,JavaScript:355,Lua:2,C:51,Emacs Lisp:4,Haskell:4,HTML:113,Assembly:2,PowerShell:2,Vue:6,Rust:2,CoffeeScript:2,Dockerfile:3,Idris:4,TypeScript:33,Arduino:4,Kotlin:14,Batchfile:4,ApacheConf:8
ML	MLI	mali	127	8619	:14,Nim:1,MATLAB:2,CSS:91,Vim script:6,SystemVerilog:8,JavaScript:422,Objective-C:17,Smarty:1,Jupyter Notebook:14,Handlebars:2,C:15,C#:49,DIGITAL Command Language:1,Java:184,Scala:17,C++:16,Go:21,Dart:6,Makefile:2,PowerShell:1,TSQL:2,Python:142,Clojure:1,Pascal:1,Ruby:255,Swift:24,Shell:14,HTML:129,TypeScript:33,ApacheConf:4,Kotlin:8,Rust:5,PHP:53
MM	MMR	myanmar	981	84881	:131,YARA:2,Elixir:9,Vim script:28,NSIS:1,Clean:2,Objective-C:114,Smarty:2,Jupyter Notebook:100,Scheme:6,Crystal:3,C#:225,DIGITAL Command Language:2,GDScript:1,Perl:5,Scala:10,C++:228,Go:295,Roff:4,Makefile:44,Python:845,Hack:10,Clojure:8,Rich Text Format:2,CMake:12,Ruby:186,R:18,Shell:248,PLpgSQL:6,Java:1480,XSLT:2,nesC:2,M4:2,Vue:102,Common Lisp:2,Groovy:7,PHP:1302,GLSL:2,Apex:1,CSS:444,TeX:12,JavaScript:2217,HCL:12,Lua:11,Mathematica:3,Objective-J:1,C:232,Emacs Lisp:7,Fortran:5,SQLPL:4,Processing:7,Haskell:14,MATLAB:10,Visual Basic:9,Coq:2,HTML:952,Assembly:15,Dart:215,Julia:2,PowerShell:24,TSQL:2,AutoHotkey:2,ASP:1,Rust:41,CoffeeScript:20,Dockerfile:20,Puppet:5,Swift:317,PLSQL:1,AutoIt:2,TypeScript:252,Logos:1,Arduino:25,Kotlin:289,PostScript:2,Batchfile:10,ApacheConf:4
MN	MNG	mongolia	424	27985	:36,Elixir:2,Vim script:28,PHP:286,Objective-C:96,Smarty:2,Jupyter Notebook:139,C#:68,DIGITAL Command Language:2,GDScript:8,Scala:10,C++:124,Go:60,R:2,Makefile:22,Python:453,Racket:2,Clojure:2,Ruby:165,Roff:12,Shell:89,XSLT:1,HTML:282,VHDL:4,PLpgSQL:2,Erlang:12,Vue:32,Groovy:6,Perl:2,MATLAB:10,CSS:156,TeX:6,JavaScript:1153,Lua:4,C:62,Emacs Lisp:4,Fortran:5,Processing:2,Haskell:2,Gettext Catalog:2,Java:535,Assembly:8,Dart:31,PowerShell:3,TSQL:2,Nginx:2,Rust:4,CoffeeScript:8,Dockerfile:31,Swift:108,PLSQL:2,TypeScript:110,Kotlin:23,Batchfile:1,ApacheConf:2
MO	MAC	macao sar china	46	1435	:4,CSS:17,TeX:2,JavaScript:70,Lua:2,C:4,C#:14,Java:26,HTML:21,C++:3,Go:18,Makefile:2,PowerShell:2,Python:11,CoffeeScript:5,Ruby:19,R:3,Shell:5,XSLT:2,Scala:2,TypeScript:4,Kotlin:1,Vue:3,PHP:106
MP	MNP	northern mariana islands	12	1405	Go:4,Dockerfile:4,Shell:12,CSS:2,C#:3,TypeScript:8,JavaScript:12,Objective-C:1,Vue:3,HTML:9,C++:3
MQ	MTQ	martinique	63	4402	CSS:40,JavaScript:115,Objective-C:4,Lua:2,Jupyter Notebook:13,C:12,C#:4,Java:57,HTML:78,C++:20,Go:10,Makefile:4,PowerShell:2,SQF:2,Python:49,Elixir:2,CoffeeScript:2,Dockerfile:8,Ruby:14,Shell:10,Scala:6,TypeScript:35,Gettext Catalog:1,Kotlin:4,Vue:2,PHP:83
MR	MRT	mauritania	17	813	:3,Assembly:2,CSS:2,Swift:2,Python:22,JavaScript:30,Mathematica:2,Jupyter Notebook:1,C:6,C#:20,Shell:1,HTML:15,TypeScript:2,PHP:9,Java:11,C++:6
MS	MSR	montserrat	8	93	:1,Python:2,JavaScript:8,Objective-C:8,Jupyter Notebook:2,Ruby:36,R:8,Swift:2,Shell:3,HTML:8,Java:4,PHP:6
MT	MLT	malta	828	98644	:98,Clojure:12,Vim script:24,Haxe:44,Mathematica:1,ShaderLab:4,Objective-C:95,Smarty:6,Jupyter Notebook:81,Scheme:1,Dylan:4,Processing:3,Crystal:2,C#:641,Gosu:2,DIGITAL Command Language:4,Xtend:2,GDScript:2,Awk:2,Scala:38,C++:189,Go:314,AutoHotkey:4,Makefile:19,Solidity:6,Python:560,Hack:4,Elixir:14,Rich Text Format:2,CMake:2,Ruby:207,R:44,Shell:226,Roff:1,XSLT:5,HTML:453,Elm:15,ActionScript:4,PLpgSQL:2,Erlang:11,QML:2,Vue:31,Groovy:6,Perl:65,Assembly:8,MATLAB:7,CSS:288,TeX:26,Dart:6,JavaScript:1975,HCL:8,Lua:10,Objective-C++:2,Prolog:5,C:137,Emacs Lisp:6,API Blueprint:1,OCaml:8,GCC Machine Description:1,Haskell:25,Visual Basic:6,Java:498,GLSL:2,F#:10,PowerShell:29,TSQL:1,ASP:2,Nginx:1,PHP:772,SaltStack:2,CoffeeScript:18,Dockerfile:48,Puppet:10,Pascal:2,Swift:81,PLSQL:4,Rust:10,TypeScript:433,Logos:4,Kotlin:17,Cuda:2,Batchfile:13,ApacheConf:3
MU	MUS	mauritius	495	37364	:41,Rust:20,Vim script:9,SQLPL:1,Objective-C:17,Smarty:2,Jupyter Notebook:54,Scheme:4,C#:236,Smali:2,Scala:21,C++:136,Go:83,Makefile:28,Python:475,Hack:1,Ruby:81,R:22,Shell:173,PLpgSQL:4,HTML:445,ActionScript:4,XSLT:2,GCC Machine Description:2,Vue:62,Groovy:6,Perl:10,Apex:4,CSS:279,TeX:9,xBase:4,Brainfuck:2,JavaScript:1249,HCL:16,Lua:12,Objective-C++:2,C:149,Emacs Lisp:2,API Blueprint:2,OCaml:4,Processing:2,Haskell:4,MATLAB:4,Visual Basic:12,Java:359,GLSL:2,Dart:38,PowerShell:13,Game Maker Language:2,Tcl:16,PHP:433,VCL:2,CoffeeScript:10,Dockerfile:15,Swift:60,Fortran:2,TypeScript:153,ApacheConf:2,Arduino:3,Kotlin:6,Batchfile:4,ASP:4
MV	MDV	maldives	191	11695	:24,MATLAB:8,CSS:93,Vim script:6,AutoHotkey:3,JavaScript:480,Objective-C:14,Lua:4,Objective-C++:2,Jupyter Notebook:8,C:52,ColdFusion:2,PowerShell:1,C#:60,Makefile:4,Smali:2,Visual Basic:42,Java:62,C++:39,Go:71,Dart:25,Julia:2,Kotlin:5,TeX:2,Python:164,Nginx:2,Scala:2,Rust:4,CoffeeScript:2,Dockerfile:5,Ruby:28,Roff:2,Swift:14,Shell:66,Puppet:2,HTML:173,TypeScript:54,Arduino:4,Erlang:2,PHP:481,Vue:25,Batchfile:4,Perl:4
MW	MWI	malawi	147	10074	:28,CSS:49,Vim script:2,QML:2,Prolog:2,JavaScript:199,Objective-C:1,Jupyter Notebook:25,C:12,Clojure:2,C#:13,SQLPL:1,Haskell:1,Perl:2,Visual Basic:1,Java:190,C++:20,Go:20,Dart:9,Kotlin:4,TSQL:6,Python:63,Hack:2,Rust:3,Ruby:79,R:16,Swift:5,Shell:16,PLSQL:2,HTML:48,TypeScript:15,Yacc:2,PHP:124,Vue:5,ASP:4
MX	MEX	mexico	17034	1455004	:1331,Vim script:604,LabVIEW:8,PigLatin:4,Handlebars:2,Stan:4,Crystal:42,COBOL:21,XML:11,Slash:1,GDScript:68,Scala:511,Haxe:14,Go:2403,KiCad Layout:12,Logos:15,Clojure:256,PLpgSQL:90,DataWeave:2,D:14,Nginx:49,AutoHotkey:17,xBase:40,Ceylon:32,NewLisp:4,Lua:388,Liquid:22,Fortran:131,Eagle:28,Squirrel:2,Visual Basic:307,Java:20467,Dart:685,NCL:8,PowerShell:294,Game Maker Language:15,Eiffel:4,Turing:4,OpenEdge ABL:26,Swift:3425,KRL:1,AutoIt:2,Kotlin:1677,Mask:5,IDL:8,Objective-C:1896,Smarty:58,Scheme:17,Scilab:14,Standard ML:2,Pawn:1,GCC Machine Description:14,Idris:6,Python:16795,Racket:57,Ruby:8268,R:1867,VHDL:127,ActionScript:83,Gherkin:10,RobotFramework:3,PHP:11414,Pure Data:4,Apex:41,ANTLR:4,Julia:307,Prolog:104,SystemVerilog:16,M:10,HCL:172,Objective-C++:6,Stata:42,C:4620,Emacs Lisp:267,Haskell:342,Protocol Buffer:13,Groff:20,Assembly:328,AngelScript:2,ZIL:2,OpenSCAD:31,TSQL:106,ChucK:4,Max:20,Dockerfile:575,GAP:15,PLSQL:55,TypeScript:5769,Hack:63,SQL:3,SuperCollider:24,PostScript:31,Puppet:47,ABAP:6,SQLPL:63,NSIS:20,Common Lisp:73,ColdFusion:14,V:6,Gnuplot:4,C++:5636,NetLogo:32,Bluespec:4,CMake:93,Smali:10,AppleScript:13,XSLT:86,Coq:20,Erlang:150,QML:21,Tcl:29,Groovy:511,Nim:10,Nextflow:2,TeX:1073,JavaScript:48592,Elm:94,Mathematica:79,Nix:20,Processing:296,DIGITAL Command Language:24,Propeller Spin:2,GLSL:20,F#:62,SMT:4,SourcePawn:4,Yacc:15,Cirru:4,C#:6867,SaltStack:7,ShaderLab:30,Jupyter Notebook:4136,Papyrus:8,ApacheConf:82,Vala:66,Cuda:22,M4:6,Makefile:527,Solidity:18,RPC:6,Elixir:958,Rich Text Format:20,Roff:63,Shell:3773,Lex:22,Vue:1175,Perl:279,MATLAB:696,CSS:9464,SAS:12,Arduino:346,WebAssembly:8,Verilog:42,API Blueprint:6,Arc:2,OCaml:55,Lasso:5,AGS Script:4,HTML:18692,AMPL:12,Uno:9,ASP:76,Awk:11,Rust:296,RAML:16,CoffeeScript:331,Pascal:36,Batchfile:72,Web Ontology Language:3,AspectJ:2,Slice:4,POV-Ray SDL:1,Component Pascal:4,LLVM:4,BitBake:13
MY	MYS	malaysia	5395	429163	:569,YARA:2,Clojure:53,Vim script:174,LabVIEW:2,Common Lisp:15,SAS:1,MQL4:2,ColdFusion:22,Crystal:16,COBOL:4,Racket:3,GDScript:12,Elm:10,Scala:158,C++:2019,Go:967,R:495,OpenSCAD:6,KiCad Layout:9,Apex:2,Logos:3,QMake:2,CMake:47,Smali:6,PLpgSQL:18,Groff:5,D:3,Ren&#39;Py:6,XSLT:27,Erlang:33,QML:5,Nginx:5,CartoCSS:1,Groovy:41,Pascal:54,TeX:116,Dart:593,JavaScript:13222,FreeMarker:3,Mathematica:3,P4:4,Nix:12,Liquid:2,Fortran:6,VCL:5,Processing:12,DIGITAL Command Language:11,BlitzBasic:2,Visual Basic:142,Java:5930,GLSL:4,F#:1,PowerShell:91,Game Maker Language:4,Tcl:4,OpenEdge ABL:3,Io:2,Swift:1070,AutoIt:8,WebAssembly:2,SourcePawn:7,OCaml:1,Brainfuck:4,PHP:5455,Cirru:2,ApacheConf:1,SaltStack:12,MQL5:2,Perl 6:3,ShaderLab:14,Objective-C:699,Smarty:20,Jupyter Notebook:1565,Scheme:12,C#:1963,LOLCODE:2,Vala:1,Pawn:7,Cuda:4,AutoHotkey:18,Meson:2,Makefile:150,Solidity:6,Haxe:16,Python:4756,RPC:4,Elixir:225,Rich Text Format:2,Ruby:2920,Roff:10,Shell:1389,M:2,ActionScript:7,Eagle:9,AspectJ:2,M4:4,Vue:402,Perl:184,MATLAB:184,CSS:2691,Julia:2,Prolog:11,SystemVerilog:2,VHDL:6,HCL:54,Objective-C++:2,PureBasic:6,C:1459,Arduino:93,CLIPS:2,SQLPL:2,MAXScript:2,Haskell:34,Protocol Buffer:5,HTML:4779,Assembly:53,Kotlin:361,Rebol:2,TSQL:18,Emacs Lisp:26,ASP:28,Rust:137,RAML:1,CoffeeScript:109,Dockerfile:139,Puppet:29,Lua:146,PLSQL:3,TypeScript:1928,Hack:14,Verilog:16,AMPL:2,PostScript:4,Batchfile:57,BitBake:10
MZ	MOZ	mozambique	234	17547	:21,F*:2,CSS:132,Vim script:1,TeX:5,Prolog:2,JavaScript:509,Objective-C:6,Lua:2,Jupyter Notebook:39,C:29,C#:55,SQLPL:2,Haskell:2,Vala:4,Perl:8,Visual Basic:6,HTML:274,C++:24,Go:3,Dart:4,Makefile:2,Python:167,Hack:4,Rust:1,Markdown:2,CoffeeScript:3,Ruby:45,R:4,Swift:10,Shell:71,PLpgSQL:2,Java:549,TypeScript:73,FreeMarker:2,Kotlin:107,Vue:32,HCL:2,PHP:253
NA	NAM	namibia	1997	109304	:183,QMake:2,Vim script:54,Ballerina:6,Common Lisp:11,MAXScript:2,SAS:22,Crystal:1,COBOL:1,Mako:2,GDScript:2,Scala:26,C++:638,Go:152,R:149,Apex:11,Hack:6,Clojure:10,CMake:15,XSLT:11,Elm:2,Ren&#39;Py:2,PLpgSQL:11,Erlang:6,QML:2,Groovy:25,Dockerfile:32,TeX:111,xBase:4,Brainfuck:2,JavaScript:4485,Lua:15,Mathematica:4,Fortran:8,Processing:17,XML:3,Visual Basic:68,Java:2302,Dart:91,PowerShell:14,OpenEdge ABL:3,Io:2,Swift:336,Yacc:6,OCaml:2,PHP:1460,ASP:16,Gnuplot:2,Perl 6:4,ShaderLab:9,Objective-C:177,Smarty:1,Jupyter Notebook:448,Papyrus:5,C#:900,Gherkin:2,Vala:6,Cuda:8,GCC Machine Description:1,Makefile:38,Python:1763,Racket:2,Elixir:71,Ruby:836,Roff:4,Shell:350,Lex:2,ActionScript:5,Eagle:4,Vue:124,RobotFramework:2,Perl:31,MATLAB:51,CSS:1192,GAMS:1,Julia:43,Prolog:21,VHDL:14,HCL:12,Objective-C++:1,C:407,Verilog:10,CLIPS:4,SQLPL:2,Lasso:4,Haskell:29,Protocol Buffer:1,HTML:2183,Assembly:32,Kotlin:106,Game Maker Language:2,TSQL:11,Emacs Lisp:12,Awk:2,Rust:14,CoffeeScript:34,Pascal:4,Puppet:2,Web Ontology Language:4,PLSQL:7,TypeScript:678,ApacheConf:7,Arduino:49,POV-Ray SDL:2,Batchfile:10
NC	NCL	new caledonia	76	5640	:14,CSS:39,Vim script:4,TeX:6,JavaScript:120,Jupyter Notebook:2,C:27,Arduino:2,CMake:4,C#:35,SQLPL:1,Java:89,C++:10,Go:68,PowerShell:1,Python:68,Scala:2,Clojure:2,CoffeeScript:2,Dockerfile:12,Ruby:50,R:6,Swift:4,Shell:55,HTML:51,TypeScript:38,ActionScript:4,Perl:30,Vue:7,Puppet:14,PHP:45
NE	NER	niger	73	3697	:6,Vim script:6,Common Lisp:4,Jupyter Notebook:1,Scheme:4,Standard ML:2,C#:84,C++:14,Makefile:4,Python:56,Visual Basic:2,Ruby:3,R:6,Shell:16,PLpgSQL:6,Java:32,Erlang:2,Vue:2,PHP:131,Nim:2,CSS:27,AutoHotkey:2,Prolog:2,JavaScript:138,HCL:2,Mathematica:1,Nix:2,C:23,Emacs Lisp:3,Fortran:2,SQLPL:2,Graphviz (DOT):2,HTML:54,Assembly:2,F#:8,Julia:2,PowerShell:16,TSQL:2,CoffeeScript:6,PLSQL:2,TypeScript:12,Hack:1,Arduino:1,ASP:3
NF	NFK	norfolk island	72	2944	:6,MATLAB:4,CSS:28,Vim script:2,TeX:2,JavaScript:135,Objective-C:36,Lua:2,Jupyter Notebook:2,C:9,Rust:4,C#:36,Gosu:2,Vala:2,HTML:53,C++:15,Go:22,PowerShell:1,Uno:2,TSQL:2,Python:27,Pascal:8,Scala:2,Elixir:4,Dockerfile:2,Ruby:4,R:4,Swift:13,Shell:9,Java:111,TypeScript:11,D:2,Arduino:1,Erlang:2,Kotlin:10,Vue:4,Groovy:4,PHP:15
NG	NGA	nigeria	10666	942453	:830,YARA:2,Vim script:59,Haxe:24,NSIS:2,Rich Text Format:5,Common Lisp:2,ColdFusion:8,Crystal:8,Mercury:2,V:2,Gnuplot:2,D:4,GDScript:10,Elm:2,Scala:131,C++:1453,Go:1797,R:319,Hack:127,NetLogo:2,Clojure:80,CMake:19,Smali:2,AppleScript:4,XSLT:27,HTML:18305,FreeMarker:4,OCaml:11,PLpgSQL:34,Erlang:28,QML:13,Tcl:19,CartoCSS:1,Groovy:71,PureBasic:4,Nim:2,Nextflow:2,Thrift:2,TeX:107,Dart:1737,JavaScript:46484,Lua:61,Mathematica:10,Nix:2,Liquid:7,Fortran:8,VCL:2,Processing:13,DIGITAL Command Language:18,Visual Basic:101,Gettext Catalog:3,Java:14107,Coq:4,GLSL:4,F#:29,PowerShell:131,Nginx:6,OpenEdge ABL:4,Swift:969,SourcePawn:2,Brainfuck:2,PHP:12734,XML:3,ApacheConf:12,SaltStack:4,IDL:1,MQL5:4,Perl 6:2,ShaderLab:5,Objective-C:425,Smarty:41,Jupyter Notebook:3031,Scheme:10,Inno Setup:3,Standard ML:1,Verilog:2,C#:3447,Pascal:51,Ada:2,Vala:4,Jsonnet:2,M4:2,Makefile:155,Solidity:14,Python:10040,Elixir:208,LiveScript:4,Ruby:2677,Roff:33,Shell:1175,Puppet:2,Cuda:1,ActionScript:15,Eagle:5,GCC Machine Description:1,Vue:1912,Perl:22,MATLAB:125,CSS:10048,ANTLR:2,Julia:5,VHDL:18,HCL:79,Objective-C++:2,PureScript:4,WebAssembly:7,C:768,Emacs Lisp:11,API Blueprint:12,SQLPL:18,Lasso:14,Haskell:32,Protocol Buffer:2,Groff:8,Assembly:65,Kotlin:1579,Rebol:2,Uno:2,TSQL:56,ASP:28,Rust:226,CoffeeScript:107,Dockerfile:195,Batchfile:36,PLSQL:12,TypeScript:4968,Logos:2,Arduino:53,PostScript:4,CLIPS:1,BitBake:1
NI	NIC	nicaragua	978	71435	:85,Scilab:4,Vim script:18,OCaml:4,Perl 6:2,ShaderLab:18,Common Lisp:8,Smarty:4,Jupyter Notebook:113,Scheme:2,Objective-C++:4,C#:510,Cuda:2,Gnuplot:4,GDScript:26,Perl:91,Vala:2,Scala:10,C++:580,Go:52,Makefile:27,Groff:2,Haskell:4,Python:1221,LilyPond:2,Elixir:10,Smalltalk:4,CMake:4,Ruby:406,R:70,Shell:177,XSLT:7,HTML:1130,Lex:4,ActionScript:2,Eagle:4,Erlang:1,QML:2,Nginx:6,Objective-C:62,PHP:1034,Dockerfile:26,MATLAB:12,CSS:559,TeX:116,Clojure:4,Prolog:2,JavaScript:2563,HCL:2,Lua:20,Mathematica:4,PLpgSQL:4,C:207,ApacheConf:10,AMPL:4,CLIPS:8,SQLPL:1,Processing:8,XML:4,HLSL:2,Visual Basic:22,Java:1199,Assembly:14,Dart:114,Julia:4,PowerShell:16,TSQL:6,Emacs Lisp:6,Vue:83,Rust:8,CoffeeScript:25,Pascal:4,Batchfile:4,Swift:163,API Blueprint:4,PLSQL:2,TypeScript:269,Nu:2,Arduino:4,Kotlin:81,Puppet:15,ASP:6
